NBR,Season,Week,Team,PowerRank,OffenceScoringRank,OffencePassingRank,OffenceRushingRank,OffenceTotalRank,DefenseScoringRank,DefensePassingRank,DefenseRushingRank,DefenseTotalRank,
1,2017,4,Cardinals,18,19,4,31,12,28,15,11,9
2,2017,4,Falcons,5,5,7,10,4,17,21,9,15
3,2017,4,Ravens,16,23,32,4,32,5,17,19,19
4,2017,4,Bills,25,25,29,12,26,1,9,7,6
5,2017,4,Panthers,15,29,30,13,29,2,3,15,1
6,2017,4,Bears,29,28,27,8,21,22,20,8,12
7,2017,4,Bengals,22,32,28,21,31,9,4,25,7
8,2017,4,Browns,30,18,13,24,16,29,19,14,11
9,2017,4,Cowboys,8,17,18,22,19,13,18,13,10
10,2017,4,Broncos,10,8,20,3,11,16,10,1,4
11,2017,4,Lions,13,7,19,17,17,14,22,12,17
12,2017,4,Packers,4,15,2,30,10,18,7,21,8
13,2017,4,Texans,19,20,31,7,24,25,16,17,14
14,2017,4,Colts,28,21,22,25,30,31,29,10,28
15,2017,4,Jaguars,12,4,23,5,13,4,1,28,3
16,2017,4,Chiefs,2,3,14,1,3,7,23,18,27
26,2017,4,Chargers,26,27,11,27,18,19,5,31,13
29,2017,4,Rams,24,1,5,20,7,26,11,29,22
17,2017,4,Dolphins,27,30,21,28,28,6,28,5,25
18,2017,4,Vikings,11,12,3,11,2,12,27,3,20
19,2017,4,Patriots,1,2,1,16,1,32,32,26,32
20,2017,4,Saints,20,11,6,19,6,30,30,24,31
21,2017,4,Giants,23,31,8,32,20,23,6,32,16
22,2017,4,Jets,32,22,25,23,27,24,13,27,24
23,2017,4,Raiders,7,9,24,15,23,15,24,20,29
24,2017,4,Eagles,14,10,10,9,9,20,25,6,21
25,2017,4,Steelers,3,16,15,29,22,3,2,22,2
27,2017,4,49ers,31,24,26,14,25,27,14,23,18
28,2017,4,Seahawks,6,26,17,18,15,8,8,30,23
30,2017,4,Buccaneers,17,14,9,26,14,11,31,4,30
31,2017,4,Titans,9,6,16,2,5,21,26,16,26
32,2017,4,Redskins,21,13,12,6,8,10,12,2,5
